student_id,week_number,program_code,module_title,semester,academic_year,attendance_rate,participation_score,academic_engagement,social_engagement,stress_level,module_difficulty,module_social_requirements,module_creativity_requirements,personality_conscientiousness,personality_extraversion,motivation_academic_drive,motivation_social_connection
0,1,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.7291523108110322,0.532817713263874,0.7130235393782481,0.4852569610421688,0.5120938185794797,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,1,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.6826402870893226,0.4803028181032413,0.8015482489039697,0.6042976146356677,0.7393409917211313,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,2,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.7616720472571563,0.6206929274024056,0.8172503129502269,0.7347455200277161,0.5618783597005064,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,2,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.942989080898275,0.6218513543222237,0.92059955169701,0.7364911202629141,0.4187299418450911,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,3,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.6287326302218547,0.4211460910584801,0.638158612035554,0.5121825019962889,0.690278761974081,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,3,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.6592991227604562,0.4861142165801015,0.6947900804786087,0.6392172886437668,0.7903315330441744,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,4,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.499987163693371,0.3871020918575207,0.6392242327499804,0.4967901198092583,0.8261904451419579,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,4,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.4451209056174323,0.3151949058090998,0.5508890263559016,0.5190435224559595,0.7519937933765471,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,5,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.5990754176076881,0.4637428760242547,0.577839657277424,0.5440688719498817,0.714632539770301,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,5,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.6631996578689212,0.4591715603801289,0.6859892254111905,0.5428536462165976,0.621596071001954,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,6,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.5021753058996756,0.346342360498056,0.5767999102525221,0.4308160183559063,0.9074357758726932,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,6,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.5148602489237947,0.3124494185335513,0.5188087899933934,0.4737894766307962,0.95,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,7,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.381219336996971,0.2499614106083708,0.4972227692779957,0.4155704948593026,0.95,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,7,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.4491749150896278,0.2919522787598608,0.5292970072798243,0.3183641016232129,0.95,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,8,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.6548952975084209,0.526071659745759,0.6463853630981394,0.5886703037181915,0.778192103811616,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,8,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.5669747162614291,0.4490230515436334,0.6862113015960412,0.5367335032490853,0.7628470542782033,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,9,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.5829080707389173,0.4761825210607093,0.5438588986135399,0.5251198588533277,0.679921317943285,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,9,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.5167551986888498,0.4388873482601442,0.6714226239575796,0.5436883741951685,0.656301010344158,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,10,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.3696265532645124,0.1837001606993824,0.4463356693201077,0.2936321570403607,0.95,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,10,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.4348161770706035,0.1635753883666631,0.4616541677516851,0.3149012759313324,0.95,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,11,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.6982476322542409,0.4704075263088215,0.6399556616225359,0.4697679989753966,0.8832056394414095,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,11,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.5952412350095339,0.4353390007828726,0.7092081115200467,0.602813556132986,0.9056933962942804,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,12,3.1.28,Introduction to Indigenous and Folk Epistemologies,1,1046-47,0.619598475127149,0.3346069223077993,0.6804656015757886,0.5121543556096079,0.95,0.48,0.54,0.69,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
0,12,3.1.28,"Story, Land, and Lineage as Knowledge Archives",2,1046-47,0.4963737444010667,0.4225236552305005,0.7306489407116236,0.4707362619615019,0.9496237443199648,0.64,0.51,0.72,0.7645209030420498,0.5598528437324806,0.762004878722109,0.4882487399436795
1,1,2.4.24,"What Is a Ceremony? Structures, Symbols, Intentions",1,1046-47,0.5205508672600558,0.6432325067053588,0.6450957660885493,0.868797437415525,0.3610354949727473,0.37,0.76,0.7,0.5820457481218803,0.8305095587111947,0.5217727614853495,0.8865639548751579
