student_id,academic_year,week_number,module_code,semester,total_sessions,attended_sessions,vle_logins,vle_resource_views,vle_forum_posts,vle_mean_login_time
0,1046-47,1,452401,1,4,4,0,0,0,14:45
0,1046-47,2,452401,1,4,2,2,4,2,16:56
0,1046-47,3,452401,1,4,3,1,2,0,13:31
0,1046-47,4,452401,1,4,2,1,2,0,15:42
0,1046-47,5,452401,1,4,3,1,2,0,13:40
0,1046-47,6,452401,1,4,3,1,3,1,15:49
0,1046-47,7,452401,1,4,2,0,0,1,19:38
0,1046-47,8,452401,1,4,3,0,0,0,12:23
0,1046-47,9,452401,1,4,3,1,2,4,11:12
0,1046-47,10,452401,1,4,1,0,0,2,15:13
0,1046-47,11,452401,1,4,3,1,4,0,18:54
0,1046-47,12,452401,1,4,3,1,4,1,15:53
1,1046-47,1,452601,1,4,4,2,5,3,10:14
1,1046-47,1,452502,1,4,4,0,0,1,13:33
1,1046-47,1,452403,2,4,3,0,0,4,13:25
1,1046-47,2,452601,1,4,3,1,2,1,12:48
1,1046-47,2,452502,1,4,3,2,4,2,13:17
1,1046-47,2,452403,2,4,4,0,0,2,11:46
1,1046-47,3,452601,1,4,3,0,0,0,15:43
1,1046-47,3,452502,1,4,4,1,2,0,15:59
1,1046-47,3,452403,2,4,3,1,2,0,15:11
1,1046-47,4,452601,1,4,3,1,2,1,14:26
1,1046-47,4,452502,1,4,3,0,0,2,17:59
1,1046-47,4,452403,2,4,4,1,2,1,15:54
1,1046-47,5,452601,1,4,3,1,2,1,12:28
1,1046-47,5,452502,1,4,4,4,8,0,16:52
1,1046-47,5,452403,2,4,3,2,4,3,13:41
1,1046-47,6,452601,1,4,3,0,0,3,16:24
1,1046-47,6,452502,1,4,4,0,0,4,14:44
1,1046-47,6,452403,2,4,4,0,0,1,17:16
1,1046-47,7,452601,1,4,4,1,3,1,14:01
1,1046-47,7,452502,1,4,3,0,0,0,15:14
1,1046-47,7,452403,2,4,4,1,3,2,17:25
1,1046-47,8,452601,1,4,3,2,6,1,15:38
1,1046-47,8,452502,1,4,2,2,5,1,13:51
1,1046-47,8,452403,2,4,2,0,0,2,17:15
1,1046-47,9,452601,1,4,4,0,0,1,14:24
1,1046-47,9,452502,1,4,3,1,2,4,13:00
1,1046-47,9,452403,2,4,4,3,6,0,13:26
1,1046-47,10,452601,1,4,4,0,0,0,13:22
1,1046-47,10,452502,1,4,4,0,0,0,19:00
1,1046-47,10,452403,2,4,4,0,0,4,15:14
1,1046-47,11,452601,1,4,3,1,5,0,12:52
1,1046-47,11,452502,1,4,4,1,4,1,17:06
1,1046-47,11,452403,2,4,4,3,12,1,16:00
1,1046-47,12,452601,1,4,3,1,4,1,12:26
1,1046-47,12,452502,1,4,3,1,4,4,14:33
1,1046-47,12,452403,2,4,3,0,0,2,13:10
2,1046-47,1,422403,2,4,3,0,0,1,14:33
2,1046-47,1,422404,2,4,3,0,0,2,11:07
2,1046-47,1,422401,1,4,3,1,2,2,14:31
2,1046-47,1,422402,1,4,3,1,2,1,18:38
2,1046-47,2,422403,2,4,4,0,0,0,15:00
2,1046-47,2,422404,2,4,4,0,0,1,13:30
2,1046-47,2,422401,1,4,4,0,0,1,14:31
2,1046-47,2,422402,1,4,4,2,4,2,11:36
2,1046-47,3,422403,2,4,4,0,0,0,15:15
2,1046-47,3,422404,2,4,3,0,0,0,13:00
2,1046-47,3,422401,1,4,4,0,0,1,13:19
2,1046-47,3,422402,1,4,4,1,2,3,14:29
2,1046-47,4,422403,2,4,4,0,0,1,12:07
2,1046-47,4,422404,2,4,4,0,0,2,11:29
2,1046-47,4,422401,1,4,3,1,2,2,13:31
2,1046-47,4,422402,1,4,4,0,0,1,17:45
2,1046-47,5,422403,2,4,4,1,2,1,14:44
2,1046-47,5,422404,2,4,4,1,2,4,13:44
2,1046-47,5,422401,1,4,4,0,0,2,09:50
2,1046-47,5,422402,1,4,4,0,0,2,14:47
2,1046-47,6,422403,2,4,4,0,0,0,14:00
2,1046-47,6,422404,2,4,3,1,3,1,13:42
2,1046-47,6,422401,1,4,4,0,0,1,10:30
2,1046-47,6,422402,1,4,3,0,0,1,14:33
2,1046-47,7,422403,2,4,3,1,3,0,16:30
2,1046-47,7,422404,2,4,4,0,0,3,18:30
2,1046-47,7,422401,1,4,3,0,0,2,13:24
2,1046-47,7,422402,1,4,3,0,0,0,13:50
2,1046-47,8,422403,2,4,3,0,0,2,11:49
2,1046-47,8,422404,2,4,3,0,0,2,13:21
2,1046-47,8,422401,1,4,3,3,9,1,09:53
2,1046-47,8,422402,1,4,3,0,0,1,13:16
2,1046-47,9,422403,2,4,3,1,2,0,13:39
2,1046-47,9,422404,2,4,3,0,0,2,19:43
2,1046-47,9,422401,1,4,3,0,0,1,13:12
2,1046-47,9,422402,1,4,3,1,2,0,18:42
2,1046-47,10,422403,2,4,3,0,0,1,14:04
2,1046-47,10,422404,2,4,4,1,4,1,13:46
2,1046-47,10,422401,1,4,4,0,0,2,16:33
2,1046-47,10,422402,1,4,4,0,0,1,17:22
2,1046-47,11,422403,2,4,4,2,8,1,12:54
2,1046-47,11,422404,2,4,4,2,9,0,13:42
2,1046-47,11,422401,1,4,3,0,0,1,14:03
2,1046-47,11,422402,1,4,4,0,0,3,17:07
2,1046-47,12,422403,2,4,3,0,0,2,15:16
2,1046-47,12,422404,2,4,3,0,0,2,14:20
2,1046-47,12,422401,1,4,3,2,8,1,11:12
2,1046-47,12,422402,1,4,3,0,0,3,15:13
3,1046-47,1,453701,1,4,3,1,2,2,19:12
3,1046-47,2,453701,1,4,4,0,0,2,16:52
3,1046-47,3,453701,1,4,4,0,0,1,16:31
3,1046-47,4,453701,1,4,3,1,2,1,13:32
3,1046-47,5,453701,1,4,3,1,2,0,17:01
3,1046-47,6,453701,1,4,2,0,0,0,16:04
3,1046-47,7,453701,1,4,3,0,0,2,15:23
3,1046-47,8,453701,1,4,4,0,0,0,17:51
3,1046-47,9,453701,1,4,3,1,2,2,18:37
3,1046-47,10,453701,1,4,3,2,8,1,18:10
3,1046-47,11,453701,1,4,2,1,4,1,19:03
3,1046-47,12,453701,1,4,3,1,4,1,19:45
4,1046-47,1,434801,1,2,2,5,11,3,17:17
4,1046-47,1,434702,1,2,2,6,13,2,15:29
4,1046-47,1,434603,2,3,3,6,11,1,18:41
4,1046-47,2,434801,1,2,1,7,14,2,13:09
4,1046-47,2,434702,1,2,1,8,16,1,14:06
4,1046-47,2,434603,2,3,2,11,20,1,15:22
4,1046-47,3,434801,1,2,1,5,10,2,12:36
4,1046-47,3,434702,1,2,1,9,18,1,14:04
4,1046-47,3,434603,2,3,2,11,20,1,15:14
4,1046-47,4,434801,1,2,1,8,16,0,18:36
4,1046-47,4,434702,1,2,1,5,11,1,13:33
4,1046-47,4,434603,2,3,2,5,10,0,20:55
4,1046-47,5,434801,1,2,1,7,15,3,13:54
4,1046-47,5,434702,1,2,1,7,15,1,12:47
4,1046-47,5,434603,2,3,3,5,10,0,17:58
4,1046-47,6,434801,1,2,2,8,22,3,13:01
4,1046-47,6,434702,1,2,1,5,14,0,16:58
4,1046-47,6,434603,2,3,2,10,25,0,14:20
4,1046-47,7,434801,1,2,1,3,8,1,15:19
4,1046-47,7,434702,1,2,1,8,23,1,09:53
4,1046-47,7,434603,2,3,2,6,15,2,17:26
4,1046-47,8,434801,1,2,1,3,8,2,16:11
4,1046-47,8,434702,1,2,1,10,28,1,14:24
4,1046-47,8,434603,2,3,2,8,20,0,12:05
4,1046-47,9,434801,1,2,1,8,17,1,13:21
4,1046-47,9,434702,1,2,2,8,16,1,15:50
4,1046-47,9,434603,2,3,2,3,6,1,14:40
4,1046-47,10,434801,1,2,2,7,30,4,18:31
4,1046-47,10,434702,1,2,1,5,22,1,19:38
4,1046-47,10,434603,2,3,3,5,19,0,15:16
4,1046-47,11,434801,1,2,1,9,37,2,13:35
4,1046-47,11,434702,1,2,1,9,38,3,18:19
4,1046-47,11,434603,2,3,2,6,23,4,14:15
4,1046-47,12,434801,1,2,2,10,45,1,12:24
4,1046-47,12,434702,1,2,2,8,37,0,11:21
4,1046-47,12,434603,2,3,3,5,21,4,17:42
5,1046-47,1,434801,1,2,2,1,2,2,15:07
5,1046-47,1,434702,1,2,2,3,7,2,12:41
5,1046-47,1,434603,2,3,3,1,2,0,13:14
5,1046-47,2,434801,1,2,2,0,0,0,15:34
5,1046-47,2,434702,1,2,1,2,4,1,13:08
5,1046-47,2,434603,2,3,3,1,2,0,14:04
5,1046-47,3,434801,1,2,2,1,2,0,13:47
5,1046-47,3,434702,1,2,2,1,2,0,13:52
5,1046-47,3,434603,2,3,2,0,0,0,12:02
5,1046-47,4,434801,1,2,2,2,4,1,15:47
5,1046-47,4,434702,1,2,1,1,2,4,15:02
5,1046-47,4,434603,2,3,3,1,2,2,14:45
5,1046-47,5,434801,1,2,1,0,0,1,14:08
5,1046-47,5,434702,1,2,2,1,2,2,15:13
5,1046-47,5,434603,2,3,2,0,0,3,14:45
5,1046-47,6,434801,1,2,2,0,0,1,15:38
5,1046-47,6,434702,1,2,2,1,3,1,14:42
5,1046-47,6,434603,2,3,2,1,3,0,14:45
5,1046-47,7,434801,1,2,2,1,3,2,10:42
5,1046-47,7,434702,1,2,2,1,3,4,15:48
5,1046-47,7,434603,2,3,3,0,0,0,16:07
5,1046-47,8,434801,1,2,2,0,0,0,14:11
5,1046-47,8,434702,1,2,2,1,3,1,17:11
5,1046-47,8,434603,2,3,2,3,8,1,16:14
5,1046-47,9,434801,1,2,2,0,0,1,15:33
5,1046-47,9,434702,1,2,2,0,0,1,13:48
5,1046-47,9,434603,2,3,2,0,0,1,13:09
5,1046-47,10,434801,1,2,1,1,4,1,14:44
5,1046-47,10,434702,1,2,1,0,0,0,12:21
5,1046-47,10,434603,2,3,3,2,8,1,14:42
5,1046-47,11,434801,1,2,2,2,9,0,15:07
5,1046-47,11,434702,1,2,2,0,0,2,14:05
5,1046-47,11,434603,2,3,3,0,0,1,12:57
5,1046-47,12,434801,1,2,2,0,0,0,15:15
5,1046-47,12,434702,1,2,2,2,9,0,15:33
5,1046-47,12,434603,2,3,2,2,8,1,11:50
6,1046-47,1,422201,1,4,2,8,16,5,15:54
6,1046-47,1,422204,2,3,3,6,11,2,11:40
6,1046-47,1,422202,1,3,2,13,23,1,16:21
6,1046-47,1,422203,2,4,3,7,12,2,15:05
6,1046-47,2,422201,1,4,3,10,21,1,14:11
6,1046-47,2,422204,2,3,2,6,12,1,14:01
6,1046-47,2,422202,1,3,3,8,15,1,14:08
6,1046-47,2,422203,2,4,3,9,16,0,14:18
6,1046-47,3,422201,1,4,4,5,11,2,14:53
6,1046-47,3,422204,2,3,2,6,13,3,16:12
6,1046-47,3,422202,1,3,3,8,17,1,14:14
6,1046-47,3,422203,2,4,4,5,10,2,15:53
6,1046-47,4,422201,1,4,3,2,5,0,11:23
6,1046-47,4,422204,2,3,3,11,24,1,13:30
6,1046-47,4,422202,1,3,3,9,19,0,14:44
6,1046-47,4,422203,2,4,3,7,14,4,13:38
6,1046-47,5,422201,1,4,4,3,7,1,13:48
6,1046-47,5,422204,2,3,3,7,14,2,13:38
6,1046-47,5,422202,1,3,3,11,21,4,14:44
6,1046-47,5,422203,2,4,4,6,11,1,14:24
6,1046-47,6,422201,1,4,3,9,27,0,15:46
6,1046-47,6,422204,2,3,3,6,17,5,14:12
6,1046-47,6,422202,1,3,3,5,13,1,15:36
6,1046-47,6,422203,2,4,4,8,20,2,16:49
6,1046-47,7,422201,1,4,4,6,19,4,14:24
6,1046-47,7,422204,2,3,3,6,18,1,13:22
6,1046-47,7,422202,1,3,3,7,20,1,18:23
